clave,descripcion,unidad,precio,fuente,fecha,estado
PIEDRA-MN-BPERLA-30,"Loseta de mármol blanco perla nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,670.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0062 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $700/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-RGRECIA-30,"Loseta de mármol rojo Grecia nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,980.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0064 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $1,033/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MN-CM-30,"Loseta de mármol crema marfil nacional 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,730.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0066 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $764/m²; k = 0.950 para llevar el ancla a mercado. Ancla: Santo Tomás pulido-brillado 30.5x30.5x1 caja 0.93 m² $643.10 con IVA (marmol3030.com) → $691/m² → $596 sin IVA, asignado a Santo Tomás lila",2026-09,referencia
PIEDRA-MI-CM-4040,"Loseta de mármol importado crema marfil 40x40x2 cm, 40x40x2, pulido de fábrica, sin IVA, puesto en obra",m2,900.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0068 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($403) ÷ (1 + desperdicio) = $896/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-CM-4060,"Loseta de mármol importado crema marfil 40x60x2 cm, 40x60x2, pulido de fábrica, sin IVA, puesto en obra",m2,1030.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0070 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($403) ÷ (1 + desperdicio) = $1,026/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-CM-4545,"Loseta de mármol importado crema marfil 45.7x45.7x1.5 cm, 45.7x45.7x1.5, pulido de fábrica, sin IVA, puesto en obra",m2,1070.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0072 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $1,065/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-CM-6060,"Loseta de mármol importado crema marfil 60x60x1.5 cm, 60x60x1.5, pulido de fábrica, sin IVA, puesto en obra",m2,1180.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0074 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $1,180/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-CARRARA-30,"Loseta de mármol importado blanco Carrara 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,880.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0076 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $877/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-CARRARA-4040,"Loseta de mármol importado blanco Carrara 40x40x2 cm, 40x40x2, pulido de fábrica, sin IVA, puesto en obra",m2,1150.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0078 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($403) ÷ (1 + desperdicio) = $1,149/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-CARRARA-4060,"Loseta de mármol importado blanco Carrara 40x60x2 cm, 40x60x2, pulido de fábrica, sin IVA, puesto en obra",m2,1150.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0080 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($403) ÷ (1 + desperdicio) = $1,149/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-ALIC-30,"Loseta de mármol importado rojo Alicante 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,1250.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0082 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $1,249/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-CAFE-30,"Loseta de mármol importado café marrón 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,1250.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0084 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $1,249/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-VTINOS-30,"Loseta de mármol importado verde Tinos 30.5x30.5x1 cm, 30.5x30.5x1, pulido de fábrica, sin IVA, puesto en obra",m2,2130.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0086 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($374) ÷ (1 + desperdicio) = $2,132/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-THASSOS-6161,"Loseta de mármol importado blanco Thassos extra 61x61x2 cm, 61x61x2, pulido de fábrica, sin IVA, puesto en obra",m2,4100.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0088 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($403) ÷ (1 + desperdicio) = $4,096/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-THASSOS-1030,"Loseta de mármol importado blanco Thassos extra 10x30x1 cm, 10x30x1, pulido de fábrica, sin IVA, puesto en obra",m2,720.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0090 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $716/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-MI-THASSOS-1530,"Loseta de mármol importado blanco Thassos extra 15x30x1 cm, 15x30x1, pulido de fábrica, sin IVA, puesto en obra",m2,820.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0092 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($440) ÷ (1 + desperdicio) = $822/m²; sin ajuste (k = 1.00). Verificación: lámina crema marfil $1,875/m² y Carrara $2,200/m² con IVA (granitoycuarzo.mx); las losetas modulares importadas quedan por debajo del precio de lámina",2026-09,referencia
PIEDRA-GR-RPORRINO-2,"Granito importado rosa Porriño, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1400.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0098 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $1,399/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-APLATINO-2,"Granito importado azul platino, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1970.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0100 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $1,970/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-BDIAMANTE-2,"Granito importado blanco diamante, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2060.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0102 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,057/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-NABSOLUTO-2,"Granito importado negro absoluto, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2490.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0104 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,489/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-AVENEC-2,"Granito importado amarillo veneciano, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2870.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0106 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,874/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-BALTIC-2,"Granito importado Baltic Brown, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2250.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0108 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,247/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-VCOLIBRI-2,"Granito importado verde colibrí, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1960.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0110 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $1,962/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-OCARIOCA-2,"Granito importado oro carioca, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2300.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0112 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,299/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-AALAMOSCA-2,"Granito importado azul ala de mosca, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,3040.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0114 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $3,043/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-CPERLA-2,"Granito importado crema perla, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1470.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0116 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $1,469/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-ASTACEC-2,"Granito importado amarillo Santa Cecilia, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2210.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0118 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,213/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-RCAPAO-2,"Granito importado rojo Capão Bonito, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2280.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0120 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,282/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-RIMPERIAL-2,"Granito importado rojo imperial, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,3200.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0122 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $3,199/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-RDRAGON-2,"Granito importado rojo dragón, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2000.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0124 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,005/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-RSIERRA-2,"Granito importado rojo Sierra Chica, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1880.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0126 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $1,884/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-EMERALD-2,"Granito importado Emerald Pearl, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2730.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0128 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,732/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-ABAHIA-2,"Granito importado azul Bahía, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,23870.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0130 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $23,868/m²; sin ajuste (k = 1.00). Verificación: Azul Bahía 2 cm US$90-180/ft² (forustone.com 2026) y Azul Macaúbas US$100-200/ft² (acemarstone.com) ≈ MXN 17,700-39,000/m² a 18.3 MXN/USD; piedras de colección (sodalita/cuarcita azul)",2026-09,referencia
PIEDRA-GR-AMACAUBAS-2,"Granito importado azul Macaúbas, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,23220.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0132 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $23,218/m²; sin ajuste (k = 1.00). Verificación: Azul Bahía 2 cm US$90-180/ft² (forustone.com 2026) y Azul Macaúbas US$100-200/ft² (acemarstone.com) ≈ MXN 17,700-39,000/m² a 18.3 MXN/USD; piedras de colección (sodalita/cuarcita azul)",2026-09,referencia
PIEDRA-GR-ABOQUIRA-2,"Granito importado azul Boquira, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,28470.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0134 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $28,474/m²; sin ajuste (k = 1.00). Verificación: Azul Bahía 2 cm US$90-180/ft² (forustone.com 2026) y Azul Macaúbas US$100-200/ft² (acemarstone.com) ≈ MXN 17,700-39,000/m² a 18.3 MXN/USD; piedras de colección (sodalita/cuarcita azul)",2026-09,referencia
PIEDRA-GR-VUBATUBA-2,"Granito importado verde Ubatuba, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,1590.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0136 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $1,590/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
PIEDRA-GR-AHIMALAYA-2,"Granito importado amarillo Himalaya, placa 2 cm a despiece, pulido de fábrica, sin IVA, puesto en obra",m2,2090.00,"Regla de escala por variedad: P.U. actualizado Construbase de E06.03.0138 ÷ 1.284 (indirectos, financiamiento y utilidad) − costo no pétreo de la tarjeta tipo ($523) ÷ (1 + desperdicio) = $2,091/m²; sin ajuste (k = 1.00). Verificación: negro absoluto lámina 3.00x1.90x2 $21,800-24,300 con IVA (Mármoles Puente) ≈ $3,300-3,700/m² sin IVA y granito negro ≈$1,000-1,800/m² (precio-m2.com); lámina Blanco Dallas $10,500-11,500 (≈$2,000/m²)",2026-09,referencia
